        3.80     0.0000000000E+000     0.0000000000E+000     0.3709204694E-005
        7.80     0.0000000000E+000     0.0000000000E+000     0.7032794192E-005
       11.80     0.0000000000E+000     0.0000000000E+000     0.9246060124E-005
       15.80     0.0000000000E+000     0.0000000000E+000     0.9999576465E-005
       19.80     0.0000000000E+000     0.0000000000E+000     0.9174379553E-005
       23.80     0.0000000000E+000     0.0000000000E+000     0.6900749836E-005
       27.80     0.0000000000E+000     0.0000000000E+000     0.3537643453E-005
       31.80     0.0000000000E+000     0.0000000000E+000    -0.3839790451E-006
       35.80     0.0000000000E+000     0.0000000000E+000    -0.4244979695E-005
       39.80     0.0000000000E+000     0.0000000000E+000    -0.7435791389E-005
       43.80     0.0000000000E+000     0.0000000000E+000    -0.9452655122E-005
       47.80     0.0000000000E+000     0.0000000000E+000    -0.9977152456E-005
       51.80     0.0000000000E+000     0.0000000000E+000    -0.8926476794E-005
       55.80     0.0000000000E+000     0.0000000000E+000    -0.6466506723E-005
       59.80     0.0000000000E+000     0.0000000000E+000    -0.2985617425E-005
       63.80     0.0000000000E+000     0.0000000000E+000     0.9666352163E-006
       67.80     0.0000000000E+000     0.0000000000E+000     0.4766277411E-005
       71.80     0.0000000000E+000     0.0000000000E+000     0.7813429204E-005
       75.80     0.0000000000E+000     0.0000000000E+000     0.9627012327E-005
       79.80     0.0000000000E+000     0.0000000000E+000     0.9920701882E-005
       83.80     0.0000000000E+000     0.0000000000E+000     0.8648130747E-005
       87.80     0.0000000000E+000     0.0000000000E+000     0.6010209922E-005
       91.80     0.0000000000E+000     0.0000000000E+000     0.2423409103E-005
       95.80     0.0000000000E+000     0.0000000000E+000    -0.1545994728E-005
       99.80     0.0000000000E+000     0.0000000000E+000    -0.5271319985E-005
      103.80     0.0000000000E+000     0.0000000000E+000    -0.8164419721E-005
      107.80     0.0000000000E+000     0.0000000000E+000    -0.9768537103E-005
      111.80     0.0000000000E+000     0.0000000000E+000    -0.9830417267E-005
      115.80     0.0000000000E+000     0.0000000000E+000    -0.8340290696E-005
      119.80     0.0000000000E+000     0.0000000000E+000    -0.5533415611E-005
      123.80     0.0000000000E+000     0.0000000000E+000    -0.1852935869E-005
      127.80     0.0000000000E+000     0.0000000000E+000     0.2120081705E-005
      131.80     0.0000000000E+000     0.0000000000E+000     0.5758384993E-005
      135.80     0.0000000000E+000     0.0000000000E+000     0.8487565906E-005
      139.80     0.0000000000E+000     0.0000000000E+000     0.9876746788E-005
      143.80     0.0000000000E+000     0.0000000000E+000     0.9706606521E-005
      147.80     0.0000000000E+000     0.0000000000E+000     0.8004006514E-005
      151.80     0.0000000000E+000     0.0000000000E+000     0.5037749871E-005
      155.80     0.0000000000E+000     0.0000000000E+000     0.1276143292E-005
