    2950      589.8000  0.10000E+01  0.29701E-25  0.70773E-24  0.18273E-23  0.11753E-11  0.47672E-17  0.35637E-06  0.30243E-23  0.30359E-24  0.15326E-05  0.15734E-25  0.13626E-23  0.13701E-22  0.11176E-11  0.13812E-11  0.82944E-23  0.53107E-24  0.54859E-06  0.54478E-06  0.41482E-23  0.49869E-24
    3000      599.8000  0.10000E+01  0.33446E-25  0.22826E-24  0.58467E-24  0.37532E-12  0.16157E-17  0.80753E-06  0.31665E-23  0.29803E-24  0.29270E-05  0.14396E-25  0.85507E-24  0.85791E-23  0.13031E-11  0.16102E-11  0.42077E-23  0.26221E-24  0.43147E-06  0.37286E-06  0.48550E-23  0.57885E-24
    3050      609.8000  0.10000E+01  0.36206E-25  0.64064E-24  0.16543E-23  0.11621E-11  0.47364E-17  0.33901E-06  0.46910E-23  0.44349E-24  0.20090E-05  0.11027E-25  0.12604E-23  0.12733E-22  0.76275E-12  0.94257E-12  0.51528E-23  0.33491E-24  0.34520E-06  0.35251E-06  0.62837E-23  0.75596E-24
    3100      619.8000  0.10000E+01  0.39826E-25  0.32695E-24  0.83672E-24  0.63653E-12  0.27710E-17  0.79253E-06  0.19395E-23  0.20170E-24  0.20892E-05  0.81241E-26  0.12800E-23  0.12820E-22  0.12367E-11  0.15283E-11  0.83357E-23  0.54159E-24  0.40325E-06  0.45346E-06  0.64667E-23  0.78175E-24
    3150      629.8000  0.10000E+01  0.44354E-25  0.52310E-24  0.13538E-23  0.70938E-12  0.27964E-17  0.37213E-06  0.45055E-23  0.41463E-24  0.29743E-05  0.80550E-26  0.85723E-24  0.86150E-23  0.14086E-11  0.17406E-11  0.70731E-23  0.44568E-24  0.54751E-06  0.50749E-06  0.43296E-23  0.52278E-24
    3200      639.8000  0.10000E+01  0.45935E-25  0.35552E-24  0.90934E-24  0.95159E-12  0.41317E-17  0.75282E-06  0.33696E-23  0.33681E-24  0.15144E-05  0.11392E-25  0.12259E-23  0.12383E-22  0.63762E-12  0.78791E-12  0.36567E-23  0.22900E-24  0.44788E-06  0.33647E-06  0.40200E-23  0.48365E-24
    3250      649.8000  0.10000E+01  0.42640E-25  0.62442E-24  0.16047E-23  0.53948E-12  0.21080E-17  0.46476E-06  0.22724E-23  0.21923E-24  0.26691E-05  0.16139E-25  0.13922E-23  0.13957E-22  0.12580E-11  0.15547E-11  0.48794E-23  0.31567E-24  0.35577E-06  0.35024E-06  0.51252E-23  0.61108E-24
    3300      659.8000  0.10000E+01  0.38972E-25  0.23372E-24  0.60327E-24  0.80877E-12  0.34192E-17  0.55843E-06  0.57400E-23  0.52910E-24  0.26183E-05  0.19070E-25  0.89378E-24  0.89452E-23  0.15183E-11  0.18762E-11  0.89620E-23  0.58553E-24  0.34710E-06  0.47558E-06  0.62174E-23  0.74123E-24
    3350      669.8000  0.10000E+01  0.42514E-25  0.72640E-24  0.18731E-23  0.62697E-12  0.25588E-17  0.70595E-06  0.24770E-23  0.25510E-24  0.15416E-05  0.18568E-25  0.93920E-24  0.95224E-23  0.73002E-12  0.90205E-12  0.82619E-23  0.53098E-24  0.46568E-06  0.49802E-06  0.64724E-23  0.77984E-24
    3400      679.8000  0.10000E+01  0.53963E-25  0.24004E-24  0.61845E-24  0.92933E-12  0.37741E-17  0.37320E-06  0.25676E-23  0.24180E-24  0.27449E-05  0.15772E-25  0.15514E-23  0.15562E-22  0.98622E-12  0.12188E-11  0.50335E-23  0.31291E-24  0.53070E-06  0.42241E-06  0.59455E-23  0.72061E-24
