      20        3.8000  0.10000E+01  0.15796E-47  0.11739E-32  0.26302E-32  0.20769E-20  0.85717E-26  0.10115E-10  0.89735E-32  0.68144E-33  0.42803E-10  0.18325E-45  0.20275E-32  0.25885E-31  0.25148E-20  0.31076E-20  0.13183E-31  0.63059E-33  0.72560E-11  0.71645E-11  0.12032E-31  0.17628E-32
      40        7.8000  0.10000E+01  0.68780E-46  0.57638E-31  0.12929E-30  0.10109E-18  0.41721E-24  0.13727E-09  0.41996E-30  0.31960E-31  0.54421E-09  0.88686E-44  0.90604E-31  0.11540E-29  0.11133E-18  0.13757E-18  0.55887E-30  0.26810E-31  0.79294E-10  0.76729E-10  0.47511E-30  0.69492E-31
      60       11.8000  0.10000E+01  0.42547E-45  0.37483E-30  0.84234E-30  0.64699E-18  0.26702E-23  0.45052E-09  0.25002E-29  0.19087E-30  0.15842E-08  0.65117E-43  0.49516E-30  0.62799E-29  0.59810E-18  0.73909E-18  0.27715E-29  0.13371E-30  0.17368E-09  0.16166E-09  0.20691E-29  0.30162E-30
      80       15.8000  0.10000E+01  0.14702E-44  0.91414E-30  0.20598E-29  0.15392E-17  0.63523E-23  0.72398E-09  0.52752E-29  0.40456E-30  0.20918E-08  0.19357E-42  0.90488E-30  0.11400E-28  0.10633E-17  0.13139E-17  0.43022E-29  0.20953E-30  0.14301E-09  0.12529E-09  0.25922E-29  0.37546E-30
     100       19.8000  0.10000E+01  0.29940E-44  0.11498E-29  0.25983E-29  0.18695E-17  0.77157E-23  0.67393E-09  0.52626E-29  0.40565E-30  0.14043E-08  0.26510E-42  0.70059E-30  0.87553E-29  0.78992E-18  0.97614E-18  0.24733E-29  0.12218E-30  0.56457E-10  0.51397E-10  0.10186E-29  0.14546E-30
     120       23.8000  0.10000E+01  0.42185E-44  0.95237E-30  0.21533E-29  0.14943E-17  0.61672E-23  0.36489E-09  0.31847E-29  0.24501E-30  0.40675E-09  0.21253E-42  0.26983E-30  0.33972E-29  0.29460E-18  0.36405E-18  0.48658E-30  0.23787E-31  0.48341E-10  0.54281E-10  0.62608E-31  0.83495E-32
     140       27.8000  0.10000E+01  0.49467E-44  0.77657E-30  0.17500E-29  0.12039E-17  0.49685E-23  0.11808E-09  0.22151E-29  0.16833E-30  0.25035E-10  0.18012E-42  0.14545E-30  0.19051E-29  0.16769E-18  0.20723E-18  0.19785E-30  0.85047E-32  0.49472E-10  0.50073E-10  0.99910E-32  0.15894E-32
     160       31.8000  0.10000E+01  0.54615E-44  0.70142E-30  0.15815E-29  0.10861E-17  0.44823E-23  0.66063E-10  0.21549E-29  0.16302E-30  0.56848E-11  0.18598E-42  0.17333E-30  0.22983E-29  0.21274E-18  0.26289E-18  0.37545E-30  0.16271E-31  0.33248E-10  0.31310E-10  0.34028E-31  0.56173E-32
     180       35.8000  0.10000E+01  0.66511E-44  0.75277E-30  0.16880E-29  0.12628E-17  0.52116E-23  0.71531E-10  0.36431E-29  0.27119E-30  0.11879E-09  0.26638E-42  0.38287E-30  0.51185E-29  0.48490E-18  0.59920E-18  0.88029E-30  0.38635E-31  0.72064E-10  0.63253E-10  0.18468E-30  0.28825E-31
     200       39.8000  0.10000E+01  0.82207E-44  0.15164E-29  0.33778E-29  0.26694E-17  0.11017E-22  0.79707E-10  0.76501E-29  0.57199E-30  0.84564E-09  0.38493E-42  0.62407E-30  0.81960E-29  0.73433E-18  0.90744E-18  0.12397E-29  0.57103E-31  0.95208E-10  0.71357E-10  0.11866E-29  0.17553E-30
     220       43.8000  0.10000E+01  0.99648E-44  0.28148E-29  0.63011E-29  0.46742E-17  0.19291E-22  0.22644E-09  0.94062E-29  0.71270E-30  0.19391E-08  0.31075E-42  0.46688E-30  0.59371E-29  0.49407E-18  0.61054E-18  0.17794E-29  0.88202E-31  0.67953E-10  0.60897E-10  0.23370E-29  0.33840E-30
     240       47.8000  0.10000E+01  0.11189E-43  0.33526E-29  0.75516E-29  0.51420E-17  0.21221E-22  0.50620E-09  0.59331E-29  0.45434E-30  0.21480E-08  0.10841E-42  0.17202E-30  0.19983E-29  0.16616E-18  0.20532E-18  0.22083E-29  0.11390E-30  0.10743E-09  0.12743E-09  0.15240E-29  0.21561E-30
     260       51.8000  0.10000E+01  0.12031E-43  0.28372E-29  0.63995E-29  0.40666E-17  0.16783E-22  0.64773E-09  0.21452E-29  0.16049E-30  0.11965E-08  0.46978E-43  0.81479E-31  0.85292E-30  0.88191E-19  0.10898E-18  0.13046E-29  0.69124E-31  0.16254E-09  0.16178E-09  0.23846E-30  0.31768E-31
     280       55.8000  0.10000E+01  0.12894E-43  0.22744E-29  0.51042E-29  0.31869E-17  0.13153E-22  0.49419E-09  0.12848E-29  0.89833E-31  0.26401E-09  0.80783E-43  0.56431E-31  0.62190E-30  0.61620E-19  0.76146E-19  0.34446E-30  0.18074E-31  0.10200E-09  0.76510E-10  0.11403E-31  0.16189E-32
     300       59.8000  0.10000E+01  0.13415E-43  0.20547E-29  0.46003E-29  0.29146E-17  0.12029E-22  0.25772E-09  0.17269E-29  0.12078E-30  0.20333E-10  0.99547E-43  0.20920E-31  0.23040E-30  0.18098E-19  0.22364E-19  0.19659E-30  0.91626E-32  0.20669E-10  0.77882E-11  0.90263E-31  0.14570E-31
     320       63.8000  0.10000E+01  0.13656E-43  0.21602E-29  0.48108E-29  0.33267E-17  0.13730E-22  0.19829E-09  0.28549E-29  0.19933E-30  0.18727E-10  0.79019E-43  0.63281E-32  0.85702E-31  0.18283E-19  0.22593E-19  0.88213E-30  0.38089E-31  0.79000E-11  0.12014E-11  0.14417E-30  0.24307E-31
     340       67.8000  0.10000E+01  0.13824E-43  0.31385E-29  0.69360E-29  0.51301E-17  0.21172E-22  0.25582E-09  0.36806E-29  0.26105E-30  0.21024E-09  0.25886E-43  0.20894E-30  0.27485E-29  0.31851E-18  0.39359E-18  0.22186E-29  0.99036E-31  0.91469E-11  0.10780E-10  0.54067E-30  0.82990E-31
     360       71.8000  0.10000E+01  0.15206E-43  0.46460E-29  0.10311E-28  0.71114E-17  0.29349E-22  0.22871E-09  0.24099E-29  0.17608E-30  0.10456E-08  0.13417E-42  0.65657E-30  0.83101E-29  0.81162E-18  0.10030E-17  0.21510E-29  0.10138E-30  0.61973E-10  0.89093E-10  0.16390E-29  0.23878E-30
     380       75.8000  0.10000E+01  0.18064E-43  0.51005E-29  0.11406E-28  0.69589E-17  0.28720E-22  0.15047E-09  0.60587E-30  0.50300E-31  0.19822E-08  0.39898E-42  0.75583E-30  0.92588E-29  0.78426E-18  0.96914E-18  0.95558E-30  0.50791E-31  0.17262E-09  0.17272E-09  0.17218E-29  0.24291E-30
