      199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
      399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
      599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
      799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
      999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     1199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     1399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     1599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     1799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     1999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     2199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     2399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     2599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     2799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     2999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     3199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     3399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     3599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     3799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     3999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     4199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     4399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     4599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     4799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     4999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     5199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     5399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     5599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     5799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     5999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     6199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     6399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     6599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     6799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     6999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     7199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     7399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     7599.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     7799.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     7999.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     8199.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
     8399.80     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
