   57000    11399.80      0.0000000000E+00      0.0000000000E+00      0.2266993572E-03      0.0000000000E+00
   58000    11599.80      0.0000000000E+00      0.0000000000E+00      0.2302929788E-03      0.0000000000E+00
   59000    11799.80      0.0000000000E+00      0.0000000000E+00      0.2338067471E-03      0.0000000000E+00
   60000    11999.80      0.0000000000E+00      0.0000000000E+00      0.2372410452E-03      0.0000000000E+00
   61000    12199.80      0.0000000000E+00      0.0000000000E+00      0.2406006561E-03      0.0000000000E+00
   62000    12399.80      0.0000000000E+00      0.0000000000E+00      0.2438839326E-03      0.0000000000E+00
   63000    12599.80      0.0000000000E+00      0.0000000000E+00      0.2470947172E-03      0.0000000000E+00
   64000    12799.80      0.0000000000E+00      0.0000000000E+00      0.2502346019E-03      0.0000000000E+00
   65000    12999.80      0.0000000000E+00      0.0000000000E+00      0.2533030566E-03      0.0000000000E+00
   66000    13199.80      0.0000000000E+00      0.0000000000E+00      0.2563049587E-03      0.0000000000E+00
   67000    13399.80      0.0000000000E+00      0.0000000000E+00      0.2592388188E-03      0.0000000000E+00
   68000    13599.80      0.0000000000E+00      0.0000000000E+00      0.2621074484E-03      0.0000000000E+00
   69000    13799.80      0.0000000000E+00      0.0000000000E+00      0.2649132746E-03      0.0000000000E+00
   70000    13999.80      0.0000000000E+00      0.0000000000E+00      0.2676549013E-03      0.0000000000E+00
   71000    14199.80      0.0000000000E+00      0.0000000000E+00      0.2703370693E-03      0.0000000000E+00
   72000    14399.80      0.0000000000E+00      0.0000000000E+00      0.2729588257E-03      0.0000000000E+00
   73000    14599.80      0.0000000000E+00      0.0000000000E+00      0.2755216847E-03      0.0000000000E+00
   74000    14799.80      0.0000000000E+00      0.0000000000E+00      0.2780289758E-03      0.0000000000E+00
   75000    14999.80      0.0000000000E+00      0.0000000000E+00      0.2804786932E-03      0.0000000000E+00
   76000    15199.80      0.0000000000E+00      0.0000000000E+00      0.2828750332E-03      0.0000000000E+00
   77000    15399.80      0.0000000000E+00      0.0000000000E+00      0.2852180015E-03      0.0000000000E+00
   78000    15599.80      0.0000000000E+00      0.0000000000E+00      0.2875076654E-03      0.0000000000E+00
   79000    15799.80      0.0000000000E+00      0.0000000000E+00      0.2897480903E-03      0.0000000000E+00
   80000    15999.80      0.0000000000E+00      0.0000000000E+00      0.2919371430E-03      0.0000000000E+00
   81000    16199.80      0.0000000000E+00      0.0000000000E+00      0.2940779626E-03      0.0000000000E+00
   82000    16399.80      0.0000000000E+00      0.0000000000E+00      0.2961718454E-03      0.0000000000E+00
   83000    16599.80      0.0000000000E+00      0.0000000000E+00      0.2982175074E-03      0.0000000000E+00
   84000    16799.80      0.0000000000E+00      0.0000000000E+00      0.3002192990E-03      0.0000000000E+00
   85000    16999.80      0.0000000000E+00      0.0000000000E+00      0.3021756094E-03      0.0000000000E+00
   86000    17199.80      0.0000000000E+00      0.0000000000E+00      0.3040880518E-03      0.0000000000E+00
   87000    17399.80      0.0000000000E+00      0.0000000000E+00      0.3059592909E-03      0.0000000000E+00
   88000    17599.80      0.0000000000E+00      0.0000000000E+00      0.3077871212E-03      0.0000000000E+00
   89000    17799.80      0.0000000000E+00      0.0000000000E+00      0.3095754822E-03      0.0000000000E+00
   90000    17999.80      0.0000000000E+00      0.0000000000E+00      0.3113239437E-03      0.0000000000E+00
   91000    18199.80      0.0000000000E+00      0.0000000000E+00      0.3130323709E-03      0.0000000000E+00
   92000    18399.80      0.0000000000E+00      0.0000000000E+00      0.3147044848E-03      0.0000000000E+00
   93000    18599.80      0.0000000000E+00      0.0000000000E+00      0.3163379148E-03      0.0000000000E+00
   94000    18799.80      0.0000000000E+00      0.0000000000E+00      0.3179354085E-03      0.0000000000E+00
   95000    18999.80      0.0000000000E+00      0.0000000000E+00      0.3194981492E-03      0.0000000000E+00
   96000    19199.80      0.0000000000E+00      0.0000000000E+00      0.3210244578E-03      0.0000000000E+00
   97000    19399.80      0.0000000000E+00      0.0000000000E+00      0.3225183885E-03      0.0000000000E+00
   98000    19599.80      0.0000000000E+00      0.0000000000E+00      0.3239783257E-03      0.0000000000E+00
   99000    19799.80      0.0000000000E+00      0.0000000000E+00      0.3254052310E-03      0.0000000000E+00
  100000    19999.80      0.0000000000E+00      0.0000000000E+00      0.3268018740E-03      0.0000000000E+00
